ip_new,location_new,device_new,time_deviation,password_attempts,failed_attempts_24h,geo_distance,label
0,0,0,0.06,1,1,397.96,0
0,0,1,0.98,2,5,1807.36,1
1,1,0,0.65,3,1,1676.44,1
1,0,0,0.72,2,2,455.68,1
0,0,0,0.13,1,0,176.82,0
0,1,0,0.6,1,0,45.69,0
1,1,0,0.72,2,2,1008.26,1
0,1,0,0.47,1,1,448.46,0
0,0,0,0.44,1,1,358.3,0
1,0,0,0.65,1,0,274.47,0
0,0,0,0.08,2,0,312.6,0
0,0,1,0.03,2,0,79.75,0
0,0,0,0.37,1,0,174.19,0
1,0,1,0.98,3,5,181.86,1
0,0,1,0.17,1,0,130.42,0
1,0,0,0.41,2,2,558.36,1
0,0,1,0.38,1,0,316.89,0
0,0,0,0.01,1,0,119.87,0
0,0,0,0.29,1,1,393.86,0
0,1,0,0.6,1,0,486.56,0
0,0,0,0.4,1,1,431.1,0
1,0,1,0.56,4,2,606.68,1
0,0,0,0.33,1,0,92.61,0
0,0,0,0.43,2,1,359.06,0
0,0,1,0.32,1,0,99.02,0
0,0,0,0.27,1,0,372.28,0
0,0,0,0.66,1,2,426.91,0
0,0,0,0.68,4,2,297.98,1
0,0,0,0.52,2,0,321.82,0
0,0,0,0.38,1,1,12.51,0
0,0,0,0.15,1,0,2.66,0
1,0,0,0.38,1,1,483.59,0
0,0,0,0.24,2,1,11.15,0
0,0,0,0.04,1,1,264.24,0
0,0,0,0.57,1,1,495.98,0
0,0,1,0.16,3,0,300.34,0
0,1,0,0.08,1,0,208.76,0
0,0,0,0.43,2,0,414.45,0
0,0,0,0.26,3,0,428.07,0
0,0,0,0.04,1,0,232.18,0
0,0,0,0.46,1,1,212.84,0
1,0,0,0.83,2,2,1700.49,1
0,1,1,0.42,3,2,1588.25,1
1,1,1,0.68,2,2,1320.4,1
0,0,0,0.61,1,1,109.59,0
0,0,0,0.16,1,2,256.11,0
0,0,0,0.37,1,0,458.89,0
0,0,0,0.59,3,0,160.15,0
0,0,1,0.23,1,0,463.98,0
0,0,1,0.07,1,0,249.0,0
0,0,1,0.18,1,0,42.73,0
0,0,0,0.5,1,0,409.98,0
0,0,0,0.21,1,0,225.13,0
0,0,0,0.33,1,1,440.82,0
1,0,1,0.37,1,2,199.8,0
1,0,1,0.5,5,4,649.39,1
0,0,0,0.12,1,0,125.6,0
0,0,0,0.56,1,0,47.26,0
1,0,0,0.14,2,0,318.34,0
0,0,0,0.35,3,1,168.69,0
0,1,1,0.05,1,0,116.22,0
1,0,1,0.43,4,4,1249.14,1
0,0,0,0.41,1,1,499.38,0
0,1,0,0.96,3,4,338.46,1
0,0,0,0.23,1,1,70.92,0
0,0,0,0.34,1,1,240.72,0
1,0,0,0.43,1,0,145.86,0
0,0,0,0.35,3,0,204.25,0
0,0,0,0.58,1,1,270.15,0
0,1,0,0.31,2,1,295.26,0
1,0,0,0.39,1,0,0.71,0
0,0,0,0.56,1,0,292.02,0
0,0,0,0.49,1,0,489.61,0
0,0,0,0.62,2,0,413.26,0
1,0,1,0.57,2,3,548.09,1
0,0,0,0.55,1,1,305.13,0
1,1,1,0.51,4,1,720.79,1
1,1,1,0.71,5,4,686.04,1
0,0,0,0.09,1,1,486.0,0
0,0,0,0.62,1,0,243.75,0
0,0,0,0.57,1,1,188.52,0
0,0,1,0.65,1,0,4.78,0
0,0,1,0.12,1,1,143.97,0
0,1,0,0.43,1,0,226.76,0
0,0,0,0.17,1,2,412.84,0
1,0,0,0.44,1,1,87.27,0
1,1,0,0.19,2,1,137.69,0
0,0,0,0.19,1,0,43.67,0
0,0,0,0.57,1,0,94.64,0
0,0,0,0.34,1,2,332.78,0
0,0,0,0.43,1,1,496.48,0
0,0,0,0.19,1,0,227.51,0
0,0,0,0.54,1,0,117.66,0
0,0,0,0.47,1,0,423.6,0
0,0,0,0.5,1,0,0.09,0
0,0,0,0.38,1,0,434.67,0
0,0,0,0.59,1,2,39.41,0
1,0,0,0.25,1,0,94.75,0
1,1,1,0.41,2,2,1293.36,1
0,0,0,0.21,1,0,376.19,0
0,0,0,0.61,3,1,208.88,0
0,0,1,0.64,3,0,60.48,0
0,0,0,0.58,1,0,425.64,0
0,0,0,0.5,1,0,121.56,0
0,0,1,0.05,1,1,270.3,0
0,0,0,0.61,1,0,66.09,0
0,0,1,0.4,3,0,171.31,0
0,0,0,0.58,1,0,470.57,0
0,0,0,0.46,1,0,464.11,0
0,0,0,0.34,3,0,498.28,0
0,0,1,0.7,1,1,114.4,0
0,0,0,0.39,1,0,275.48,0
1,0,0,1.0,5,1,732.34,1
0,0,1,0.11,2,0,331.33,0
0,0,1,0.19,1,0,290.1,0
1,0,1,0.83,3,1,681.43,1
0,0,0,0.44,1,0,227.78,0
0,0,0,0.06,1,0,347.48,0
0,0,0,0.08,1,0,297.89,0
1,0,0,0.67,1,0,486.11,0
1,1,1,0.82,3,2,449.72,1
1,0,1,0.93,2,3,762.32,1
0,0,1,0.08,1,0,49.06,0
0,1,0,0.39,1,0,346.69,0
1,0,1,0.99,2,3,805.06,1
0,1,0,0.15,1,1,347.84,0
1,1,1,0.52,1,0,65.7,0
0,0,0,0.4,3,2,115.01,0
0,0,1,0.59,1,1,156.64,0
1,1,1,0.92,4,4,328.64,1
1,0,1,1.0,5,2,1227.66,1
0,1,1,0.52,3,3,725.03,1
1,0,0,0.44,1,0,58.09,0
0,0,1,0.37,1,0,240.97,0
0,0,0,0.41,1,1,480.75,0
0,0,1,0.42,2,0,109.99,0
0,1,0,0.63,1,0,259.5,0
0,0,1,0.03,1,0,228.41,0
1,1,0,0.25,1,0,151.5,0
0,0,0,0.03,1,0,157.82,0
0,1,0,0.28,1,0,396.76,0
0,0,1,0.64,4,4,1526.83,1
1,0,0,0.9,2,3,1647.52,1
0,0,0,0.3,1,1,111.5,0
0,0,0,0.64,1,0,380.57,0
0,1,1,0.88,4,3,1049.73,1
0,0,0,0.1,1,0,290.74,0
1,0,1,0.82,4,4,590.36,1
0,0,0,0.45,2,0,329.8,0
1,0,1,0.01,1,1,467.4,0
0,0,0,0.49,1,0,91.24,0
0,0,0,0.14,2,0,418.95,0
1,0,0,0.2,1,0,116.79,0
0,0,1,0.27,1,0,258.25,0
0,0,0,0.35,1,0,426.24,0
0,0,1,0.37,1,1,73.44,0
0,0,0,0.15,1,2,144.32,0
0,0,0,0.53,1,0,497.91,0
0,0,0,0.24,2,0,4.31,0
0,0,0,0.22,1,1,159.38,0
1,0,0,0.16,1,2,156.87,0
0,0,0,0.67,3,0,143.86,0
0,0,0,0.09,1,0,425.21,0
0,1,0,0.28,2,0,76.86,0
0,0,0,0.65,1,0,59.87,0
1,1,1,0.86,2,3,893.85,1
0,0,0,0.53,1,2,130.4,0
0,1,1,0.45,5,2,666.73,1
0,0,0,0.01,3,0,271.41,0
0,0,0,0.07,2,0,218.63,0
0,0,0,0.54,3,0,411.11,0
1,0,0,0.35,1,0,190.98,0
0,0,0,0.22,1,0,308.61,0
1,0,0,0.56,1,1,397.9,0
0,0,0,0.1,3,1,35.81,0
0,0,0,0.29,1,0,485.03,0
0,0,0,0.32,3,2,410.96,0
0,0,0,0.57,1,0,329.75,0
0,0,0,0.09,1,0,422.87,0
0,1,1,0.05,1,0,196.42,0
0,0,0,0.18,1,1,398.37,0
0,0,0,0.18,3,0,145.97,0
0,0,0,0.59,3,0,464.03,0
0,0,0,0.38,3,1,240.49,0
0,0,0,0.33,3,0,304.11,0
0,0,0,0.21,2,0,267.5,0
1,0,0,0.67,1,0,90.75,0
0,1,1,0.94,2,1,331.98,1
1,1,1,0.85,3,3,1047.55,1
0,0,0,0.65,1,1,109.43,0
1,0,1,0.51,4,4,1231.26,1
0,0,0,0.58,1,0,492.52,0
0,0,0,0.2,2,0,169.54,0
0,0,0,0.25,1,0,316.2,0
1,0,0,0.69,1,0,60.69,0
0,0,1,0.35,2,1,101.89,0
0,0,0,0.6,1,0,67.25,0
1,1,1,0.59,4,1,1413.77,1
1,0,1,0.25,1,0,128.39,0
0,0,1,0.38,2,1,138.27,0
0,0,0,0.41,1,0,372.9,0
0,1,1,0.52,1,0,92.45,0
0,0,1,0.4,1,1,270.14,0
1,0,1,0.46,1,1,145.76,0
0,0,0,0.48,1,0,33.85,0
1,1,0,0.62,5,2,1645.08,1
0,0,0,0.49,1,2,335.1,0
1,0,1,0.52,1,0,350.02,0
0,0,0,0.5,1,0,340.9,0
0,0,1,0.09,3,1,232.29,0
0,1,0,0.52,3,2,1658.33,1
0,0,0,0.01,1,0,160.74,0
1,1,0,0.84,3,1,863.04,1
0,0,0,0.12,1,0,389.79,0
0,0,0,0.12,1,0,372.51,0
0,0,0,0.21,1,0,314.25,0
1,0,0,0.6,2,1,470.21,0
0,0,1,0.53,1,0,80.48,0
0,0,0,0.64,1,0,346.01,0
0,0,0,0.22,1,0,493.67,0
0,0,0,0.37,1,0,285.23,0
0,0,0,0.4,1,0,108.41,0
0,0,0,0.65,1,1,411.6,0
0,0,0,0.28,1,1,352.46,0
0,0,0,0.49,2,0,253.07,0
0,0,0,0.24,1,0,249.06,0
0,1,1,0.72,3,5,249.23,1
1,0,0,0.5,1,1,345.11,0
0,0,0,0.7,1,0,135.81,0
0,1,1,0.56,3,0,375.53,0
0,0,0,0.45,2,0,84.76,0
0,0,0,0.47,1,0,166.76,0
0,0,0,0.47,1,0,55.22,0
0,0,0,0.05,1,0,60.71,0
0,0,0,0.13,2,0,45.65,0
0,0,1,0.53,1,0,62.54,0
0,0,0,0.7,3,5,1106.65,1
0,0,0,0.04,1,1,66.08,0
1,1,1,0.54,5,2,1263.06,1
0,0,0,0.01,2,2,202.94,0
0,1,0,0.51,1,0,127.82,0
0,0,0,0.58,2,0,13.45,0
0,0,0,0.27,3,0,288.89,0
0,0,0,0.04,2,0,416.61,0
0,0,0,0.63,2,0,388.38,0
0,0,1,0.43,1,0,4.74,0
0,0,0,0.29,3,0,76.88,0
1,1,1,0.97,3,2,1368.52,1
0,0,0,0.49,1,1,367.54,0
1,1,1,0.35,1,0,307.1,0
0,0,0,0.07,1,0,101.83,0
0,0,0,0.65,1,0,181.56,0
0,0,0,0.03,1,0,119.96,0
0,0,0,0.07,1,0,364.94,0
0,0,0,0.69,1,0,386.08,0
0,0,0,0.57,2,1,95.21,0
0,0,0,0.14,1,0,64.93,0
0,0,1,0.56,1,0,107.54,0
1,0,0,0.43,3,3,1952.51,1
0,0,0,0.24,1,1,255.77,0
1,0,1,0.7,2,2,284.77,0
1,0,1,0.42,3,0,387.35,0
0,0,0,0.63,1,1,397.22,0
1,0,0,0.06,1,0,488.98,0
0,0,0,0.06,2,0,43.08,0
0,0,0,0.28,1,0,454.82,0
0,0,0,0.29,2,0,162.44,0
1,1,1,0.48,5,5,1238.55,1
0,0,0,0.64,1,2,245.4,0
1,1,0,0.7,3,4,1462.49,1
1,0,1,0.52,1,0,321.72,0
0,0,0,0.12,1,1,316.39,0
0,1,0,0.46,1,0,273.36,0
1,0,1,0.55,1,0,262.87,0
0,0,0,0.66,3,1,175.41,0
0,0,0,0.33,1,0,365.49,0
0,0,0,0.4,1,1,334.04,0
0,0,0,0.32,1,1,28.49,0
0,0,1,0.44,2,0,313.36,0
0,0,0,0.07,2,0,348.87,0
0,0,0,0.46,1,0,421.72,0
0,0,0,0.38,3,0,316.31,0
0,0,0,0.25,1,0,361.52,0
0,0,0,0.0,2,0,482.12,0
0,0,0,0.22,1,0,283.91,0
0,0,1,0.13,2,0,164.79,0
0,1,0,0.42,1,2,386.42,0
1,0,0,0.36,1,2,309.59,0
0,0,0,0.66,1,2,137.11,0
1,0,0,0.33,1,1,95.16,0
0,0,1,0.07,1,0,437.38,0
0,0,1,0.11,1,0,151.21,0
0,0,0,0.66,1,0,56.74,0
0,0,1,0.26,3,0,72.97,0
0,0,0,0.34,3,0,356.07,0
0,0,1,0.18,1,2,189.54,0
1,0,1,0.62,1,1,97.4,0
0,0,0,0.64,1,0,399.89,0
0,0,0,0.7,1,0,41.29,0
0,1,1,0.28,1,0,176.0,0
0,0,0,0.28,2,1,454.59,0
0,0,1,0.43,1,0,121.86,0
1,1,1,0.78,5,3,442.3,1
0,0,1,0.11,1,0,182.21,0
1,0,0,0.43,2,0,119.61,0
0,0,0,0.39,1,0,128.41,0
0,1,1,0.2,1,0,301.44,0
0,0,0,0.21,1,0,102.59,0
0,0,1,0.29,2,0,388.85,0
0,0,1,0.59,1,0,35.05,0
1,0,0,0.64,1,0,148.67,0
0,0,0,0.13,3,0,138.13,0
0,0,0,0.13,1,0,291.66,0
1,1,1,0.44,2,4,1654.8,1
0,0,0,0.09,1,0,492.93,0
0,0,0,0.29,1,0,287.8,0
1,1,0,0.79,2,2,1605.44,1
0,0,0,0.32,1,1,25.08,0
0,1,0,0.68,2,5,1213.1,1
0,0,0,0.61,2,0,70.69,0
1,0,0,0.49,4,2,342.61,1
0,0,1,0.33,1,1,180.98,0
1,0,0,0.25,1,2,393.93,0
0,0,0,0.32,1,0,70.43,0
1,1,0,0.43,4,3,1679.95,1
0,1,0,0.66,1,2,437.58,0
0,0,1,0.11,1,0,105.44,0
0,1,0,0.07,2,0,29.27,0
0,0,0,0.06,1,0,314.62,0
0,0,0,0.89,3,1,284.02,1
0,0,0,0.18,1,0,218.29,0
1,1,1,0.49,1,0,67.12,0
0,0,0,0.49,1,0,117.44,0
0,0,1,0.46,1,0,401.52,0
1,0,0,0.31,1,0,22.44,0
0,0,0,0.48,1,0,386.55,0
0,0,0,0.45,2,2,345.96,0
0,1,0,0.41,3,2,407.28,0
0,0,0,0.68,2,1,422.55,0
1,0,0,0.54,1,0,47.9,0
1,0,0,0.01,1,0,360.52,0
0,0,0,0.62,1,0,2.31,0
0,1,0,0.06,3,0,360.77,0
0,0,0,0.04,2,0,29.08,0
0,0,0,0.64,1,1,448.5,0
1,1,1,0.91,3,2,1079.65,1
0,0,0,0.5,1,0,152.99,0
0,0,1,0.12,2,0,111.77,0
0,1,0,0.34,1,0,53.44,0
0,0,0,0.46,3,0,393.69,0
1,0,0,0.74,2,2,1690.73,1
0,0,0,0.02,2,1,81.24,0
0,0,1,0.47,1,0,445.41,0
0,0,0,0.25,1,2,188.67,0
0,0,0,0.32,1,0,43.34,0
1,1,1,0.54,4,1,270.53,1
0,0,1,0.6,2,0,119.51,0
0,1,1,0.43,1,0,361.2,0
0,0,0,0.54,1,0,135.76,0
1,1,1,0.58,3,3,161.31,1
1,1,0,0.71,3,3,1721.6,1
0,1,1,0.46,3,4,1709.1,1
0,0,1,0.3,1,2,59.14,0
0,0,0,0.16,2,1,138.21,0
0,0,1,0.28,3,0,385.92,0
0,0,0,0.12,1,0,327.31,0
0,0,0,0.46,2,4,425.86,1
0,0,0,0.59,2,0,294.3,0
0,0,0,0.02,1,1,345.2,0
0,0,0,0.03,1,1,204.73,0
1,0,1,0.6,2,0,410.9,0
0,0,1,0.61,4,1,352.04,1
1,0,0,0.03,2,0,171.2,0
0,0,0,0.61,1,1,317.96,0
0,0,0,0.08,2,0,431.59,0
0,0,0,0.4,3,0,409.55,0
0,0,0,0.01,1,1,82.12,0
0,0,0,0.98,4,2,571.2,1
0,1,0,0.69,3,1,329.71,0
0,0,0,0.03,1,0,56.46,0
0,1,0,0.42,1,0,282.82,0
0,0,0,0.66,1,0,345.07,0
0,0,0,0.61,1,1,125.23,0
0,0,1,0.59,2,2,295.1,0
1,1,1,0.44,5,2,1370.21,1
0,0,1,0.57,2,1,194.53,0
0,0,0,0.47,2,0,233.9,0
1,1,1,0.16,2,0,366.92,0
0,0,0,0.4,3,2,113.62,0
0,0,0,0.63,1,0,358.19,0
0,0,0,0.5,1,0,340.25,0
1,0,0,0.66,4,3,155.44,1
0,0,0,0.07,1,0,256.0,0
0,0,0,0.43,4,1,1854.74,1
1,0,0,0.55,1,0,233.14,0
0,0,0,0.42,1,0,390.39,0
1,0,1,0.92,5,3,1909.38,1
0,0,1,0.32,1,0,84.88,0
0,0,1,0.2,1,0,444.56,0
0,0,0,0.26,1,2,484.96,0
1,0,1,0.21,1,0,298.59,0
0,1,0,0.51,2,1,495.8,0
0,0,1,0.5,1,2,383.3,0
0,0,0,0.38,1,1,362.53,0
1,0,1,0.73,5,4,464.11,1
0,0,0,0.34,1,1,494.95,0
0,0,0,0.34,2,0,340.77,0
0,0,0,0.28,1,0,90.96,0
0,1,1,0.44,5,2,1768.19,1
0,0,1,0.34,1,0,410.32,0
0,0,0,0.38,1,0,88.82,0
0,0,0,0.04,1,1,206.66,0
0,0,0,0.21,3,1,324.8,0
0,0,1,0.72,3,2,575.71,1
0,0,1,0.7,5,2,1859.63,1
0,0,1,0.52,2,0,21.63,0
0,0,0,0.59,1,0,135.92,0
0,0,0,0.21,1,0,207.6,0
1,1,0,0.39,1,0,472.59,0
1,0,1,0.77,2,2,304.26,1
1,0,1,0.2,3,1,402.45,0
0,0,0,0.39,1,0,372.61,0
0,0,1,0.95,3,3,1525.3,1
1,1,1,0.44,3,2,688.55,1
0,0,1,0.41,1,1,126.79,0
0,0,0,0.25,1,2,174.07,0
0,0,0,0.02,2,0,278.67,0
1,1,0,0.62,5,3,989.05,1
1,0,0,0.1,1,0,252.73,0
0,0,0,0.33,2,0,488.95,0
0,0,0,0.41,1,0,403.03,0
0,0,0,0.32,1,0,317.34,0
0,1,0,0.61,2,2,1197.42,1
0,0,0,0.55,1,0,441.11,0
0,0,1,0.23,1,0,320.75,0
0,0,1,0.3,1,0,268.1,0
0,0,1,0.25,2,0,65.22,0
1,0,1,0.06,1,0,269.23,0
0,0,0,0.32,1,0,251.71,0
0,1,0,0.59,1,1,365.94,0
0,0,0,0.58,1,0,118.48,0
0,0,1,0.51,1,1,460.13,0
0,0,1,0.99,3,4,1747.48,1
0,0,0,0.38,1,0,378.08,0
0,0,0,0.54,1,2,66.56,0
0,0,0,0.64,3,0,279.13,0
0,0,0,0.6,1,0,285.74,0
0,0,0,0.07,1,2,318.7,0
1,0,1,0.57,1,0,285.94,0
0,0,0,0.5,1,0,71.07,0
1,0,0,0.31,3,0,266.04,0
1,0,0,0.17,1,0,409.05,0
0,0,1,0.29,1,0,132.97,0
0,0,1,0.31,1,1,213.45,0
0,0,0,0.16,1,1,260.68,0
0,0,1,0.05,1,0,391.21,0
0,0,0,0.66,1,1,460.75,0
1,1,0,0.99,4,5,503.49,1
0,0,0,0.38,1,0,457.6,0
0,0,0,0.08,1,0,180.78,0
0,0,0,0.28,1,0,130.82,0
0,0,0,0.38,3,0,0.98,0
0,1,1,0.18,2,2,453.18,0
1,1,0,0.71,5,1,1446.87,1
0,0,0,0.65,3,3,101.34,1
0,0,0,0.05,3,1,419.44,0
0,0,1,0.34,1,0,31.36,0
0,1,1,0.49,2,2,511.9,1
1,0,0,0.28,3,1,93.69,0
0,0,1,0.1,1,0,382.05,0
1,1,0,0.5,3,2,1858.86,1
0,1,1,0.11,1,0,79.7,0
0,0,0,0.28,2,0,114.63,0
0,0,1,0.02,1,2,118.46,0
0,0,0,0.09,1,0,131.62,0
1,0,1,0.53,3,2,416.4,1
1,1,1,0.56,2,3,1673.45,1
0,0,1,0.1,3,0,463.21,0
0,0,0,0.58,1,0,233.88,0
1,0,0,0.33,2,0,96.34,0
0,0,1,0.42,2,1,272.96,0
0,0,1,0.53,3,0,340.11,0
0,0,0,0.38,1,0,250.1,0
1,1,1,0.45,3,1,893.93,1
1,0,1,0.56,3,0,383.59,0
0,0,0,0.61,1,2,166.35,0
1,1,1,0.96,4,2,1993.52,1
0,0,0,0.35,3,0,182.1,0
0,0,0,0.35,1,0,6.08,0
0,1,1,0.65,3,2,955.42,1
0,0,0,0.6,1,0,5.46,0
0,1,0,0.41,1,0,44.7,0
0,0,0,0.05,2,0,163.92,0
0,1,0,0.47,1,0,232.24,0
0,0,1,0.36,1,2,382.53,0
1,0,0,0.16,1,0,222.81,0
1,1,1,0.82,4,2,1127.28,1
0,0,1,0.47,2,5,1194.44,1
1,0,0,1.0,5,3,1530.68,1
0,0,0,0.28,1,0,37.43,0
0,0,1,0.53,2,0,121.75,0
0,1,0,0.96,2,1,1879.41,1
0,0,0,0.18,1,0,124.31,0
0,0,1,0.59,1,0,205.88,0
0,0,1,0.09,1,0,258.56,0
1,0,0,0.35,3,0,418.71,0
0,0,0,0.11,1,0,188.68,0
0,0,1,0.4,3,2,226.95,0
0,0,0,0.53,1,0,161.89,0
1,0,0,0.63,4,2,1503.44,1
1,0,0,0.49,2,0,428.59,0
0,0,0,0.01,1,1,68.55,0
0,0,0,0.42,3,1,140.37,0
0,0,0,0.32,3,1,273.44,0
0,0,1,0.08,2,0,404.06,0
1,0,0,0.32,1,0,74.99,0
1,0,0,0.25,1,1,19.62,0
1,0,1,0.59,2,4,409.12,1
0,0,0,0.36,2,0,25.98,0
0,1,1,0.21,1,2,160.33,0
1,1,1,0.71,5,1,1891.49,1
0,1,0,0.68,1,0,248.57,0
0,0,0,0.14,1,1,91.25,0
0,0,0,0.64,1,1,345.09,0
1,1,1,0.9,2,3,1233.31,1
1,1,1,0.6,3,4,1545.23,1
1,1,1,0.79,5,1,1391.17,1
0,0,0,0.55,1,1,85.99,0
0,0,0,0.53,1,1,384.29,0
1,1,1,0.57,2,2,1736.6,1
0,0,0,0.1,1,0,436.77,0
1,1,1,0.83,5,3,175.68,1
0,0,0,0.6,1,0,321.45,0
0,0,1,0.27,1,1,43.9,0
0,0,0,0.44,1,0,453.47,0
0,0,0,0.41,2,0,52.35,0
0,0,0,0.54,2,2,707.32,1
0,0,0,0.63,1,0,113.33,0
1,0,0,0.46,1,0,446.32,0
0,0,0,0.62,1,1,48.41,0
1,0,0,0.45,5,2,537.89,1
0,0,0,0.23,1,0,23.2,0
0,0,0,0.6,1,0,304.22,0
0,0,0,0.54,1,1,275.95,0
0,0,0,0.36,1,0,430.95,0
0,0,0,0.54,1,0,10.5,0
0,1,0,0.12,3,0,349.62,0
1,0,1,0.34,1,2,449.95,0
1,1,0,0.87,3,2,790.33,1
0,0,0,0.0,1,0,437.46,0
0,0,0,0.55,1,0,464.32,0
0,0,1,0.13,1,2,312.7,0
1,0,0,0.17,1,2,192.87,0
0,0,1,0.44,2,0,9.97,0
0,0,0,0.12,1,0,49.72,0
0,1,1,0.86,4,4,1816.44,1
0,1,0,0.87,4,4,157.62,1
0,0,0,0.65,1,0,488.62,0
0,0,0,0.54,1,0,486.87,0
0,0,0,0.6,1,0,400.93,0
0,0,0,0.49,1,1,36.14,0
1,1,1,0.44,3,1,1012.31,1
0,1,0,0.47,1,2,56.25,0
0,0,0,0.96,3,3,1476.2,1
1,0,0,0.06,1,2,72.51,0
0,0,0,0.0,2,0,219.95,0
0,1,0,0.28,1,1,361.91,0
0,0,0,0.56,1,1,249.13,0
0,0,0,0.04,1,0,327.63,0
0,0,1,0.45,1,0,358.36,0
0,0,0,0.23,1,0,414.37,0
0,0,0,0.04,3,0,289.97,0
0,1,1,0.8,2,2,1932.53,1
0,0,0,0.23,1,0,3.19,0
0,0,0,0.18,2,0,227.79,0
0,0,0,0.34,2,0,203.3,0
0,1,1,0.23,1,0,471.01,0
1,1,0,0.8,3,2,530.57,1
0,0,0,0.1,1,0,269.5,0
1,1,0,0.65,4,2,1724.63,1
1,0,1,0.6,1,2,425.62,0
0,1,0,0.2,1,0,192.14,0
0,0,0,0.4,1,2,313.19,0
0,0,0,0.06,3,1,401.96,0
0,0,0,0.11,1,0,375.69,0
0,1,1,0.91,3,2,1249.1,1
1,1,0,0.72,3,2,570.84,1
0,0,0,0.36,1,1,91.03,0
1,1,1,0.89,3,5,505.3,1
0,0,0,0.41,1,0,450.17,0
0,0,0,0.01,3,0,344.81,0
1,0,0,0.62,4,4,153.89,1
0,0,0,0.57,1,0,499.48,0
0,0,1,0.06,1,0,31.14,0
0,0,0,0.64,2,0,59.07,0
0,0,0,0.66,1,0,83.64,0
0,1,0,0.39,2,0,13.54,0
0,0,0,0.12,1,1,247.77,0
0,0,1,0.66,1,0,259.2,0
0,0,0,0.57,2,0,162.82,0
0,0,0,0.96,4,3,1171.36,1
0,0,1,0.65,1,1,289.11,0
0,0,0,0.45,2,0,426.59,0
0,0,0,0.0,3,0,458.55,0
0,0,0,0.69,1,0,410.75,0
0,1,0,0.53,1,0,32.92,0
1,0,0,0.22,1,1,6.56,0
0,1,1,0.53,5,3,280.35,1
0,0,0,0.51,1,0,380.36,0
0,1,0,0.58,1,0,371.41,0
0,0,0,0.57,1,0,164.18,0
0,0,0,0.56,1,0,424.6,0
0,0,0,0.2,1,0,471.18,0
0,0,0,0.14,1,1,234.72,0
1,0,1,0.39,1,0,66.63,0
0,1,0,0.61,2,0,300.06,0
0,1,0,0.33,1,0,275.27,0
1,0,1,0.18,3,0,173.76,0
0,0,0,0.24,1,1,100.6,0
1,0,0,0.36,3,0,176.12,0
0,0,0,0.31,1,0,474.1,0
0,0,0,0.11,1,0,37.94,0
1,1,1,0.59,4,2,757.94,1
0,0,0,0.66,1,0,466.71,0
1,1,1,0.89,4,1,1637.56,1
0,0,1,0.69,1,1,253.97,0
0,0,0,0.59,1,2,371.85,0
0,0,0,0.73,5,5,1780.82,1
1,1,0,0.67,5,2,927.14,1
0,0,1,0.64,1,0,370.65,0
0,1,0,0.53,3,2,542.51,1
0,1,0,0.07,1,0,265.37,0
0,0,0,0.29,1,0,0.05,0
1,0,0,0.74,3,5,959.41,1
1,0,1,0.37,1,0,163.13,0
1,0,0,0.92,4,2,1986.31,1
1,0,0,0.28,3,0,384.58,0
0,0,0,0.47,1,1,367.14,0
0,0,0,0.02,1,0,484.41,0
1,1,0,0.56,3,1,432.1,1
1,1,1,0.93,2,1,834.73,1
0,1,0,0.66,1,0,445.73,0
0,1,0,0.22,1,1,208.34,0
0,0,0,0.01,2,2,282.57,0
1,0,1,0.7,3,2,132.0,1
0,0,0,0.1,1,0,175.2,0
0,0,0,0.67,2,0,438.3,0
0,0,1,0.31,2,0,78.62,0
0,0,0,0.44,2,0,284.17,0
0,0,0,0.19,3,2,14.5,0
0,1,0,0.65,1,0,155.5,0
0,0,0,0.05,1,2,425.18,0
0,0,0,0.21,1,2,172.59,0
0,1,0,0.43,3,1,478.28,0
0,0,0,0.39,1,0,426.88,0
0,1,1,0.69,2,3,1859.15,1
0,0,0,0.04,1,1,169.87,0
0,1,1,0.63,1,0,42.38,0
0,1,1,0.43,2,0,394.24,0
0,0,0,0.32,1,1,157.36,0
1,0,0,0.22,1,0,458.02,0
0,0,1,0.44,1,0,406.43,0
0,0,0,0.55,1,2,58.27,0
0,0,0,0.37,1,0,420.85,0
0,0,0,0.53,1,0,205.92,0
0,0,0,0.17,3,0,299.5,0
0,1,0,0.04,2,1,221.66,0
0,0,0,0.17,1,0,272.65,0
0,0,0,0.2,1,0,257.5,0
0,0,0,0.44,1,2,13.38,0
0,0,0,0.08,1,1,233.79,0
0,0,1,0.47,1,0,120.12,0
0,0,1,0.38,3,0,97.72,0
0,0,0,0.08,2,0,357.62,0
0,0,0,0.52,2,0,382.32,0
0,0,0,0.53,1,1,247.28,0
0,0,0,0.67,1,2,410.32,0
0,0,0,0.02,3,0,124.64,0
0,0,0,0.1,1,1,472.11,0
1,0,0,0.49,1,0,227.82,0
0,0,0,0.02,1,0,488.91,0
0,1,0,0.57,2,4,898.86,1
1,0,0,0.28,2,1,59.11,0
0,0,0,0.01,1,0,446.54,0
0,0,0,0.04,2,0,184.83,0
0,0,0,0.31,2,0,44.82,0
0,0,0,0.65,1,0,381.38,0
1,1,1,0.95,3,1,1315.56,1
0,0,1,0.35,1,0,412.34,0
0,0,0,0.53,1,0,127.97,0
0,1,0,0.32,1,0,71.58,0
0,0,0,0.3,1,1,410.18,0
1,0,0,0.69,5,3,1722.31,1
1,1,0,0.73,2,3,920.68,1
